ANO,MES,DIA,LATITUD,LONGITUD,PROFUNDIDAD,COLOR,Ml,SIZE,Mw,DEPARTAMENTO,MUNICIPIO,X,Y
2009,7,16,6.54,-72.921,168.6,1,2,2,,SANTANDER,MOGOTES,1128301.708,1214788.917
2002,1,8,6.823,-73.02,168.5,1,3.5,10,,SANTANDER,CEPITA,1117282.692,1246067.15
2000,6,12,6.953,-72.991,168.5,1,3.4,10,,SANTANDER,PIEDECUESTA,1120456.226,1260453.689
2002,3,16,6.661,-72.842,168.5,1,2.3,2,,SANTANDER,MOLAGAVITA,1137008.137,1228194.142
2010,9,13,6.618,-73.03,168.5,1,1.8,2,,SANTANDER,CURITI,1116225.601,1223389.944
2001,11,16,6.837,-73.047,168.4,1,3.5,10,,SANTANDER,LOS_SANTOS,1114294.299,1247609.211
2000,11,19,6.85,-73.117,168.4,1,3,10,,SANTANDER,LOS_SANTOS,1106552.666,1249031.093
2000,6,16,6.869,-73.047,168.3,1,4.7,10,,SANTANDER,LOS_SANTOS,1114286.705,1251148.691
2009,5,15,6.927,-73.117,168.3,1,2.8,2,,SANTANDER,PIEDECUESTA,1106535.547,1257547.803
2002,3,1,6.669,-73.005,168.3,1,2.4,2,,SANTANDER,ARATOCA,1118978.525,1229036.911
2005,4,21,6.317,-72.998,168.3,1,2.1,2,,SANTANDER,COROMORO,1119835.614,1190104.275
2001,10,1,6.793,-73.063,168.3,1,2,2,,SANTANDER,LOS_SANTOS,1112535.647,1242738.7
2000,6,15,6.881,-72.834,168.2,1,3.7,10,,SANTANDER,GUACA,1137830.703,1252531.966
2003,3,16,6.779,-73.135,168.2,1,2.5,2,,SANTANDER,LOS_SANTOS,1104578.101,1241174.146
2002,1,20,6.906,-72.953,168.2,1,2.1,2,,SANTANDER,GUACA,1124668.697,1255264.711
2009,2,3,6.576,-73.187,168.2,1,1.8,2,,SANTANDER,PINCHOTE,1098869.31,1218710.776
2009,6,3,6.633,-73.113,168.2,1,1.4,2,,SANTANDER,CURITI,1107042.279,1225030.457
2001,7,28,6.852,-72.983,168.1,1,3.4,10,,SANTANDER,CEPITA,1121366.107,1249283.991
2003,6,8,6.958,-72.9,168.1,1,3.1,10,,SANTANDER,SANTA_BARBARA,1130513.228,1261030.812
2007,9,11,6.859,-72.925,168.1,1,3,10,,SANTANDER,GUACA,1127776.424,1250073.28
2003,6,18,6.879,-72.938,168,1,5.1,40,,SANTANDER,GUACA,1126333.962,1252282.102
2001,10,12,6.834,-72.953,168,1,4,10,,SANTANDER,CEPITA,1124687.389,1247300.634
2001,9,4,6.836,-73.014,168,1,3.6,10,,SANTANDER,CEPITA,1117942.873,1247506.535
2000,8,31,6.832,-72.964,168,1,3.5,10,,SANTANDER,CEPITA,1123471.754,1247076.585
2002,1,29,6.833,-73.012,168,1,3.5,10,,SANTANDER,CEPITA,1118164.72,1247175.195
2002,12,17,6.857,-72.989,168,1,3.5,10,,SANTANDER,CEPITA,1120701.532,1249835.538
2000,7,1,6.825,-73.014,168,1,3.4,10,,SANTANDER,CEPITA,1117945.559,1246289.828
2009,3,7,6.568,-73.12,168,1,3.4,10,,SANTANDER,SAN_GIL,1106281.893,1217839.617
2000,9,28,6.866,-73.177,168,1,3.2,10,,SANTANDER,ZAPATOCA,1099916.425,1250787.923
2003,7,30,6.909,-72.949,168,1,3.2,10,,SANTANDER,GUACA,1125110.081,1255597.594
2007,11,14,6.962,-72.951,168,1,3.1,10,,SANTANDER,SANTA_BARBARA,1124875.083,1261459.536
2005,2,21,6.535,-73.027,168,1,3,10,,SANTANDER,MOGOTES,1116576.688,1214210.162
2001,6,14,6.936,-72.92,168,1,2.9,2,,SANTANDER,SANTA_BARBARA,1128308.537,1258591.853
2000,8,27,6.841,-73.005,168,1,2.8,2,,SANTANDER,CEPITA,1118936.649,1248061.793
2005,7,20,6.493,-73.07,168,1,2.8,2,,SANTANDER,MOGOTES,1111829.174,1209554.97
2006,5,19,7.051,-73.01,168,1,2.8,2,,SANTANDER,PIEDECUESTA,1118331.55,1271288.763
2001,9,8,6.926,-72.955,168,1,2.7,2,,SANTANDER,SANTA_BARBARA,1124442.395,1257476.436
2000,10,20,6.797,-73.156,168,1,2.5,2,,SANTANDER,LOS_SANTOS,1102252.453,1243160.578
2002,2,1,6.713,-73.031,168,1,2.5,2,,SANTANDER,ARATOCA,1116092.726,1233897.516
2003,5,3,6.867,-72.977,168,1,2.4,2,,SANTANDER,CEPITA,1122025.625,1250944.675
2004,4,12,7,-73.289,168,1,2.3,2,,SANTANDER,BETULIA,1087511.054,1265586.767
2007,3,17,6.835,-72.984,168,1,2.3,2,,SANTANDER,CEPITA,1121259.829,1247403.353
2001,2,13,6.838,-73.119,168,1,2.2,2,,SANTANDER,LOS_SANTOS,1106334.212,1247703.375
2001,10,1,6.83,-72.981,168,1,2.2,2,,SANTANDER,CEPITA,1121592.76,1246851.053
2009,3,18,6.71,-73.012,168,1,2.2,2,,SANTANDER,ARATOCA,1118194.543,1233570.213
2009,6,10,6.856,-73.272,168,1,2.2,2,,SANTANDER,ZAPATOCA,1089416.723,1249663.219
2001,1,30,6.8,-72.995,168,1,2,2,,SANTANDER,CEPITA,1120052.378,1243529.241
2009,9,20,6.591,-72.87,168,1,1.9,2,,SANTANDER,MOLAGAVITA,1133930.107,1220443.486
2009,9,17,6.964,-73.209,168,1,1.8,2,,SANTANDER,BETULIA,1096359.254,1261620.587
2008,6,22,6.08,-73.152,168,1,1.6,2,,SANTANDER,ENCINO,1102838.29,1163858.678
2001,2,23,6.802,-73.081,167.9,1,3.5,10,,SANTANDER,LOS_SANTOS,1110543.444,1243730.036
2007,10,10,7.546,-73.128,167.9,1,2.6,2,,SANTANDER,EL_PLAYON,1105176.819,1326011.672
2000,6,3,6.8,-73.058,167.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1113086.84,1243514.117
2009,9,21,6.876,-73.316,167.9,1,1.5,2,,SANTANDER,BETULIA,1084549.311,1251867.299
2001,2,14,6.823,-72.954,167.8,1,2.5,2,,SANTANDER,CEPITA,1124579.666,1246083.645
2000,10,26,6.75,-72.996,167.8,1,2.3,2,,SANTANDER,CEPITA,1119954.124,1237998.485
2001,9,28,6.85,-72.978,167.8,1,2.1,2,,SANTANDER,CEPITA,1121919.382,1249064.031
2003,2,16,6.839,-73,167.7,1,3.1,10,,SANTANDER,CEPITA,1119489.922,1247841.807
2002,7,22,6.827,-72.891,167.7,1,2.6,2,,SANTANDER,SAN_ANDRES,1131544.021,1246542.779
2009,5,18,6.868,-73.159,167.7,1,2.6,2,,SANTANDER,LOS_SANTOS,1101905.799,1251012.908
2004,8,9,6.713,-72.656,167.7,1,2.2,2,,SANTANDER,ENCISO,1157564.328,1234001.9
2000,7,5,6.823,-72.902,167.6,1,3.2,10,,SANTANDER,SAN_ANDRES,1130328.91,1246097.344
2008,1,9,7.315,-72.944,167.6,1,2.2,2,,SANTANDER,CHARTA,1125552.82,1300508.042
2000,6,8,6.918,-73.023,167.5,1,3.1,10,,SANTANDER,PIEDECUESTA,1116927.886,1256574.342
2002,6,14,6.179,-73.065,167.5,1,2.5,2,,SANTANDER,ENCINO,1112450.039,1174825.824
2002,1,28,6.819,-73.02,167.5,1,2.4,2,,SANTANDER,CEPITA,1117283.661,1245624.712
2002,3,8,6.62,-73.009,167.5,1,2.2,2,,SANTANDER,CURITI,1118547.839,1223616.104
2001,9,21,6.815,-73.042,167.4,1,4.4,10,,SANTANDER,LOS_SANTOS,1114852.299,1245177.003
2000,9,25,6.766,-73.09,167.4,1,2.7,2,,SANTANDER,LOS_SANTOS,1109556.494,1239746.144
2008,6,10,6.756,-72.892,167.4,1,2.2,2,,SANTANDER,SAN_ANDRES,1131452.67,1238688.902
2001,9,22,6.824,-73.05,167.4,1,2.1,2,,SANTANDER,LOS_SANTOS,1113965.7,1246170.591
2001,2,12,6.841,-72.946,167.3,1,3,10,,SANTANDER,CEPITA,1125459.482,1248076.733
2001,7,13,6.801,-73.052,167.2,1,2.6,2,,SANTANDER,LOS_SANTOS,1113749.984,1243626.127
2009,7,22,6.624,-72.93,167.2,1,2.1,2,,SANTANDER,ARATOCA,1127284.75,1224078.026
2001,8,30,6.835,-72.867,167.1,1,2.3,2,,SANTANDER,SAN_ANDRES,1134195.319,1247434.298
2004,1,9,6.836,-72.863,167.1,1,2.3,2,,SANTANDER,SAN_ANDRES,1134637.288,1247546.027
2002,2,14,6.964,-73.184,167.1,1,2,2,,SANTANDER,BETULIA,1099122.273,1261625.737
2000,9,24,6.914,-73.053,167,1,4.2,10,,SANTANDER,PIEDECUESTA,1113612.745,1256124.662
2000,8,29,6.791,-72.841,167,1,3.6,10,,SANTANDER,SAN_ANDRES,1137082.402,1242574.485
2002,1,13,6.819,-72.99,167,1,3.4,10,,SANTANDER,CEPITA,1120600.476,1245632.081
2000,10,14,6.909,-73.025,167,1,3.3,10,,SANTANDER,PIEDECUESTA,1116709.013,1255578.365
2000,8,3,6.797,-72.892,167,1,3.2,10,,SANTANDER,SAN_ANDRES,1131441.6,1243224.08
2000,8,5,6.909,-72.952,167,1,3.1,10,,SANTANDER,GUACA,1124778.456,1255596.809
2000,9,20,6.726,-72.998,167,1,3,10,,SANTANDER,ARATOCA,1119738.838,1235343.356
2000,9,28,6.821,-72.93,167,1,2.9,2,,SANTANDER,CEPITA,1127233.677,1245868.665
2001,2,19,6.819,-72.924,167,1,2.3,2,,SANTANDER,CEPITA,1127897.583,1245649.02
2002,9,9,6.844,-72.986,166.9,1,4,10,,SANTANDER,CEPITA,1121036.456,1248398.349
2001,2,5,6.696,-73.126,166.8,1,4.5,10,,SANTANDER,JORDAN,1105591.071,1231995.817
2002,10,9,6.558,-73.055,166.8,1,2.7,2,,SANTANDER,CURITI,1113474.07,1216747.751
2006,3,19,6.528,-73.142,166.8,1,2.4,2,,SANTANDER,PINCHOTE,1103856.647,1213410.848
2008,10,2,6.602,-73.181,166.7,1,1.5,2,,SANTANDER,SAN_GIL,1099527.805,1221587.647
2009,10,29,6.634,-72.913,166.7,1,1.4,2,,SANTANDER,MOLAGAVITA,1129162.485,1225188.527
2001,7,5,6.831,-72.999,166.6,1,4,10,,SANTANDER,CEPITA,1119602.46,1246957.172
2003,10,1,6.858,-72.826,166.6,1,2.2,2,,SANTANDER,GUACA,1138721.772,1249990.078
2009,8,16,6.567,-73.113,166.6,1,2.2,2,,SANTANDER,SAN_GIL,1107056.399,1217730.497
2000,7,2,6.88,-72.822,166.5,1,3.5,10,,SANTANDER,GUACA,1139157.629,1252424.814
2002,1,31,6.746,-73.093,166.5,1,3.3,10,,SANTANDER,JORDAN,1109229.255,1237533.336
2000,6,17,6.906,-73.05,166.4,1,5,10,,SANTANDER,PIEDECUESTA,1113946.264,1255240.506
2000,7,1,6.841,-72.944,166.4,1,3.8,10,,SANTANDER,CEPITA,1125680.597,1248077.253
2007,9,17,6.812,-72.843,166.4,1,3,10,,SANTANDER,SAN_ANDRES,1136855.33,1244896.861
2002,3,6,6.663,-72.861,166.4,1,2.1,2,,SANTANDER,MOLAGAVITA,1134906.152,1228410.157
2010,9,23,7.089,-72.943,166.4,1,2,2,,SANTANDER,SANTA_BARBARA,1125725.306,1275509.535
2000,4,30,6.866,-72.949,166.3,1,4.3,10,,SANTANDER,CEPITA,1125121.312,1250841.26
2001,7,16,6.809,-73.044,166.3,1,3.6,10,,SANTANDER,LOS_SANTOS,1114632.599,1244512.877
2001,9,26,6.862,-73.066,166.3,1,3.2,10,,SANTANDER,LOS_SANTOS,1112187.942,1250369.959
2005,5,28,6.121,-73.245,166.3,1,2.7,2,,SANTANDER,ENCINO,1092534.84,1168376.529
2000,6,18,6.939,-73.058,166.2,1,4.3,10,,SANTANDER,PIEDECUESTA,1113054.128,1258888.694
2002,3,4,6.806,-73.024,166.2,1,2.6,2,,SANTANDER,CEPITA,1116844.557,1244185.823
2002,7,8,6.767,-72.931,166.2,1,2.4,2,,SANTANDER,CEPITA,1127137.25,1239895.318
2001,7,11,6.539,-73.082,166.1,1,3.4,10,,SANTANDER,SAN_GIL,1110491.574,1214640.227
2002,10,21,6.858,-73.005,166.1,1,2.6,2,,SANTANDER,CEPITA,1118932.452,1249942.167
2006,12,10,6.837,-73.027,166.1,1,2.5,2,,SANTANDER,CEPITA,1116505.404,1247613.99
2001,9,24,6.838,-73.032,166.1,1,2.2,2,,SANTANDER,CEPITA,1115952.386,1247723.396
2008,9,1,6.615,-72.802,166.1,1,1.7,2,,SANTANDER,MOLAGAVITA,1141445.361,1223116.996
2009,7,11,6.656,-72.981,166.1,1,1.5,2,,SANTANDER,ARATOCA,1121635.995,1227604.811
2002,7,12,6.837,-73.023,166,1,5.2,40,,SANTANDER,CEPITA,1116947.626,1247614.957
2003,3,3,6.816,-73.105,166,1,4.2,10,,SANTANDER,LOS_SANTOS,1107886.856,1245273.131
2002,6,15,6.81,-72.99,166,1,4.1,10,,SANTANDER,CEPITA,1120602.717,1244636.586
2001,12,3,6.874,-73.031,166,1,3.6,10,,SANTANDER,CEPITA,1116054.262,1251705.572
2000,8,3,6.888,-73.036,166,1,3,10,,SANTANDER,PIEDECUESTA,1115498.156,1253252.896
2003,7,28,6.839,-72.978,166,1,2.9,2,,SANTANDER,CEPITA,1121922.164,1247847.308
2003,2,15,6.859,-72.902,166,1,2.7,2,,SANTANDER,GUACA,1130319.181,1250079.448
2003,3,19,6.793,-73.013,166,1,2.7,2,,SANTANDER,CEPITA,1118063.912,1242750.56
2003,3,19,6.78,-72.895,166,1,2.7,2,,SANTANDER,SAN_ANDRES,1131114.477,1241342.83
2000,8,1,6.711,-73.05,166,1,2.5,2,,SANTANDER,ARATOCA,1113992.105,1233671.856
2003,3,17,6.868,-73.006,166,1,2.5,2,,SANTANDER,CEPITA,1118819.43,1251048.022
2003,7,22,6.738,-72.891,166,1,2.4,2,,SANTANDER,MOLAGAVITA,1131568.092,1236698.12
2001,1,30,6.83,-73.005,166,1,2.2,2,,SANTANDER,CEPITA,1118939.359,1246845.082
2001,9,16,6.839,-73.089,166,1,2.2,2,,SANTANDER,LOS_SANTOS,1109650.568,1247820.689
2002,5,25,7.247,-73.179,166,1,2.2,2,,SANTANDER,RIONEGRO,1099614.179,1292928.212
2001,2,6,6.874,-73.28,166,1,2.1,2,,SANTANDER,BETULIA,1088529.063,1251652.575
2002,3,4,6.814,-72.941,166,1,2.1,2,,SANTANDER,CEPITA,1126019.311,1245091.5
2009,10,9,6.818,-73.094,166,1,2.1,2,,SANTANDER,LOS_SANTOS,1109102.543,1245496.808
2009,5,2,6.238,-73.208,166,1,1.8,2,,SANTANDER,CHARALA,1096609.805,1181323.304
2005,8,27,6.974,-72.879,166,1,1.7,2,,SANTANDER,SANTA_BARBARA,1132829.924,1262806.488
2001,9,8,6.846,-73.048,165.9,1,4.2,10,,SANTANDER,LOS_SANTOS,1114181.614,1248604.453
2000,7,4,6.814,-72.837,165.9,1,3.3,10,,SANTANDER,SAN_ANDRES,1137518.172,1245119.793
2006,12,24,6.83,-72.933,165.9,1,2.6,2,,SANTANDER,CEPITA,1126899.626,1246863.392
2001,2,6,6.88,-73.136,165.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1104445.714,1252345.114
2002,2,27,6.792,-72.951,165.9,1,2.4,2,,SANTANDER,CEPITA,1124919.339,1242655.447
2003,4,2,6.792,-72.989,165.8,1,3.7,10,,SANTANDER,CEPITA,1120717.758,1242645.845
2002,1,11,6.814,-73.042,165.8,1,3,10,,SANTANDER,LOS_SANTOS,1114852.536,1245066.394
2002,2,4,6.618,-72.87,165.8,1,2.8,2,,SANTANDER,MOLAGAVITA,1133922.87,1223430.069
2003,4,20,6.655,-72.895,165.8,1,2.3,2,,SANTANDER,MOLAGAVITA,1131147.848,1227516.118
2001,11,21,6.837,-73.107,165.8,1,1.8,2,,SANTANDER,LOS_SANTOS,1107661.065,1247595.426
2000,6,3,6.914,-72.948,165.7,1,3.7,10,,SANTANDER,GUACA,1125219.311,1256150.918
2001,1,19,6.686,-73.028,165.7,1,2.8,2,,SANTANDER,ARATOCA,1116430.857,1230911.789
2001,5,9,7.535,-73.031,165.7,1,2.5,2,,SANTANDER,SURATA,1115886.832,1324819.419
2000,6,4,6.875,-72.957,165.6,1,4.8,10,,SANTANDER,CEPITA,1124234.571,1251834.694
2000,7,2,6.918,-72.937,165.6,1,3.8,10,,SANTANDER,GUACA,1126434.2,1256596.269
2007,3,2,7.016,-73.481,165.6,1,2.6,2,,SANTANDER,SAN_VICENTE_DE_CHUCURI,1066291.376,1267325.091
2003,6,4,6.806,-73.006,165.5,1,3.9,10,,SANTANDER,CEPITA,1118834.693,1244190.195
2001,7,27,6.784,-72.929,165.4,1,2.5,2,,SANTANDER,CEPITA,1127353.954,1241776.255
2003,4,10,6.793,-72.95,165.4,1,2.5,2,,SANTANDER,CEPITA,1125029.65,1242766.316
2003,8,10,6.585,-73.157,165.4,1,2.3,2,,SANTANDER,SAN_GIL,1102185.771,1219712.215
2004,4,4,7.02,-73.044,165.4,1,2.2,2,,SANTANDER,PIEDECUESTA,1114581.932,1267851.408
2001,10,2,6.821,-73.097,165.3,1,4.8,10,,SANTANDER,LOS_SANTOS,1108770.196,1245827.954
2008,5,22,6.839,-73.067,165.3,1,2.7,2,,SANTANDER,LOS_SANTOS,1112082.743,1247825.74
2000,7,3,6.859,-73.003,165.2,1,3.9,10,,SANTANDER,CEPITA,1119153.308,1250053.271
2000,7,8,6.882,-72.871,165.2,1,3.8,10,,SANTANDER,GUACA,1133740.001,1252632.106
2001,9,15,6.832,-73.058,165.2,1,3.6,10,,SANTANDER,LOS_SANTOS,1113079.368,1247053.58
2001,3,23,6.827,-72.885,165.2,1,3,10,,SANTANDER,SAN_ANDRES,1132207.399,1246544.416
2000,6,13,6.888,-73.006,165.2,1,2.9,2,,SANTANDER,PIEDECUESTA,1118814.477,1253260.228
2001,2,15,6.835,-73.026,165.2,1,2.9,2,,SANTANDER,CEPITA,1116616.442,1247393.012
2003,2,13,6.833,-72.871,165.2,1,2.8,2,,SANTANDER,SAN_ANDRES,1133753.625,1247211.958
2001,9,10,6.847,-72.912,165.2,1,2.4,2,,SANTANDER,SAN_ANDRES,1129216.853,1248749.387
2009,10,24,6.526,-73.072,165.2,1,1.8,2,,SANTANDER,SAN_GIL,1111600.653,1213204.542
2001,12,25,6.809,-73.123,165,1,4.5,10,,SANTANDER,LOS_SANTOS,1105898.35,1244494.918
2000,9,9,6.862,-73.052,165,1,3.7,10,,SANTANDER,LOS_SANTOS,1113735.624,1250373.245
2000,8,25,6.803,-72.987,165,1,3.5,10,,SANTANDER,CEPITA,1120936.153,1243863.059
2000,8,16,6.001,-73.374,165,1,3,10,,SANTANDER,GAMBITA,1078271.341,1155084.612
2003,3,17,6.861,-72.937,165,1,3,10,,SANTANDER,GUACA,1126449.25,1250291.336
2000,10,22,6.869,-72.881,165,1,2.9,2,,SANTANDER,GUACA,1132638.087,1251191.334
2001,7,2,6.825,-72.977,165,1,2.7,2,,SANTANDER,CEPITA,1122036.258,1246299.005
2002,7,9,6.797,-72.916,165,1,2.5,2,,SANTANDER,CEPITA,1128787.938,1243217.649
2000,9,14,6.869,-73.026,165,1,2.4,2,,SANTANDER,CEPITA,1116608.211,1251153.735
2003,2,13,6.865,-73.017,165,1,2.1,2,,SANTANDER,CEPITA,1117604.125,1250713.488
2008,1,9,7.331,-72.88,165,1,2.1,2,,SANTANDER,VETAS,1132616.654,1302296.219
2000,5,27,6.943,-72.991,164.9,1,4.6,10,,SANTANDER,PIEDECUESTA,1120458.763,1259347.577
2000,6,15,6.87,-73.015,164.9,1,3.3,10,,SANTANDER,CEPITA,1117823.998,1251267.027
2001,10,5,6.846,-73.037,164.8,1,4,10,,SANTANDER,CEPITA,1115397.697,1248607.07
2000,8,12,6.867,-72.976,164.8,1,3.2,10,,SANTANDER,CEPITA,1122136.175,1250944.929
2000,5,16,6.927,-72.875,164.8,1,3.1,10,,SANTANDER,GUACA,1133285.242,1257608.682
2006,3,4,6.115,-73.274,164.8,1,2.7,2,,SANTANDER,OIBA,1089325.405,1167708.052
2005,3,22,6.871,-72.856,164.8,1,1.9,2,,SANTANDER,GUACA,1135401.376,1251419.54
2001,8,19,6.837,-72.977,164.7,1,3.8,10,,SANTANDER,CEPITA,1122033.227,1247626.339
2000,6,19,6.94,-73.122,164.7,1,3.6,10,,SANTANDER,PIEDECUESTA,1105979.995,1258984.576
2000,6,25,6.825,-72.91,164.7,1,3.3,10,,SANTANDER,SAN_ANDRES,1129443.869,1246316.423
2000,5,7,6.817,-72.923,164.6,1,3.2,10,,SANTANDER,CEPITA,1128008.675,1245428.059
2001,2,15,6.852,-72.95,164.6,1,2.3,2,,SANTANDER,CEPITA,1125014.399,1249292.429
2002,2,7,6.847,-73.027,164.6,1,2,2,,SANTANDER,CEPITA,1116502.988,1248720.084
2008,11,28,6.638,-73.066,164.6,1,1.8,2,,SANTANDER,CURITI,1112239.337,1225593.843
2000,6,26,6.832,-72.916,164.5,1,4.1,10,,SANTANDER,SAN_ANDRES,1128778.628,1247089.115
2001,9,29,6.796,-73.094,164.5,1,3.7,10,,SANTANDER,LOS_SANTOS,1109107.492,1243063.454
2003,2,19,6.816,-73.013,164.5,1,3.6,10,,SANTANDER,CEPITA,1118058.313,1245294.583
2000,12,18,6.786,-72.966,164.4,1,4.2,10,,SANTANDER,CEPITA,1123262.336,1241987.949
2001,8,3,6.853,-73.01,164.4,1,4.1,10,,SANTANDER,CEPITA,1118380.925,1249387.884
2001,9,14,6.856,-73.028,164.4,1,4,10,,SANTANDER,CEPITA,1116390.26,1249715.327
2001,2,12,6.859,-73.082,164.4,1,2.8,2,,SANTANDER,LOS_SANTOS,1110419.858,1250034.436
2002,1,17,6.752,-72.814,164.4,1,2.6,2,,SANTANDER,MOLAGAVITA,1140079.106,1238268.114
2005,3,7,6.601,-73.122,164.4,1,2.5,2,,SANTANDER,SAN_GIL,1106053.69,1221489.163
2001,1,30,6.805,-73.011,164.4,1,2,2,,SANTANDER,CEPITA,1118282.12,1244078.363
2008,8,4,6.676,-72.781,164.4,1,1.9,2,,SANTANDER,SAN_JOSE_DE_MIRANDA,1143750.608,1229870.702
2010,7,29,6.861,-73.154,164.4,1,1.5,2,,SANTANDER,LOS_SANTOS,1102460.012,1250239.733
2000,6,8,6.862,-72.847,164.3,1,3.2,10,,SANTANDER,GUACA,1136398.92,1250426.54
2000,6,24,6.87,-72.967,164.3,1,2.9,2,,SANTANDER,CEPITA,1123130.362,1251279.06
2001,2,23,6.818,-72.916,164.3,1,2.7,2,,SANTANDER,SAN_ANDRES,1128782.358,1245540.528
2004,2,13,6.874,-73.035,164.2,1,3.9,10,,SANTANDER,PIEDECUESTA,1115612.074,1251704.607
2001,10,15,7.271,-72.869,164.2,1,3,10,,SANTANDER,VETAS,1133849.319,1295662.428
2000,4,30,6.949,-73.063,164.2,1,2.8,2,,SANTANDER,PIEDECUESTA,1112499.107,1259993.596
2003,8,17,6.836,-72.976,164.2,1,2.7,2,,SANTANDER,CEPITA,1122144.037,1247515.98
2008,2,28,6.758,-72.941,164.2,1,2.2,2,,SANTANDER,CEPITA,1126033.825,1238897.214
2000,7,5,6.893,-72.982,164.1,1,3.1,10,,SANTANDER,PIEDECUESTA,1121466.288,1253819.299
2001,2,19,6.835,-72.956,164.1,1,2.4,2,,SANTANDER,CEPITA,1124355.455,1247410.473
2002,1,13,6.844,-72.913,164.1,1,2.2,2,,SANTANDER,SAN_ANDRES,1129107.099,1248417.278
2003,8,31,6.869,-72.976,164,1,4.6,10,,SANTANDER,CEPITA,1122135.667,1251166.152
2008,2,24,6.87,-73.071,164,1,4.6,10,,SANTANDER,LOS_SANTOS,1111633.342,1251253.661
2002,10,30,6.942,-72.982,164,1,4.2,10,,SANTANDER,PIEDECUESTA,1121453.81,1259239.255
2003,6,30,6.836,-73.007,164,1,4.2,10,,SANTANDER,CEPITA,1118716.768,1247508.25
2000,10,1,6.88,-73.054,164,1,4,10,,SANTANDER,PIEDECUESTA,1113510.272,1252363.728
2000,9,9,6.859,-73.035,164,1,3.9,10,,SANTANDER,CEPITA,1115615.682,1250045.469
2000,10,27,6.879,-73.051,164,1,3.9,10,,SANTANDER,PIEDECUESTA,1113842.144,1252253.83
2001,10,31,6.845,-73.083,164,1,3.8,10,,SANTANDER,LOS_SANTOS,1110312.515,1248485.701
2002,2,12,6.794,-73.099,164,1,3.8,10,,SANTANDER,LOS_SANTOS,1108555.125,1242841.121
2002,1,25,6.82,-73.1,164,1,3.6,10,,SANTANDER,LOS_SANTOS,1108438.749,1245716.674
2002,8,13,6.845,-73.033,164,1,3.6,10,,SANTANDER,CEPITA,1115840.15,1248497.42
2002,1,12,6.886,-73.051,164,1,3.5,10,,SANTANDER,PIEDECUESTA,1113840.482,1253028.091
2004,12,10,6.807,-73.005,164,1,3.4,10,,SANTANDER,CEPITA,1118945.011,1244301.05
2000,9,14,6.804,-72.922,164,1,3.2,10,,SANTANDER,CEPITA,1128122.677,1243990.353
2003,8,25,6.855,-72.982,164,1,3.2,10,,SANTANDER,CEPITA,1121475.904,1249616.076
2003,8,28,6.866,-72.89,164,1,3.2,10,,SANTANDER,GUACA,1131643.928,1250857.016
2003,7,16,6.849,-72.906,164,1,3.1,10,,SANTANDER,GUACA,1129879.659,1248972.227
2007,9,16,6.777,-73.008,164,1,3.1,10,,SANTANDER,CEPITA,1118620.645,1240982.02
2002,1,31,6.845,-72.975,164,1,3,10,,SANTANDER,CEPITA,1122252.314,1248511.735
2003,5,9,6.823,-73.005,164,1,3,10,,SANTANDER,CEPITA,1118941.081,1246070.811
2004,2,11,6.85,-72.952,164,1,3,10,,SANTANDER,CEPITA,1124793.807,1249070.686
2002,10,8,6.828,-72.917,164,1,2.9,2,,SANTANDER,SAN_ANDRES,1128669.133,1246646.395
2000,9,26,6.933,-73.006,164,1,2.8,2,,SANTANDER,PIEDECUESTA,1118803.28,1258237.698
2000,11,5,6.854,-73.004,164,1,2.8,2,,SANTANDER,CEPITA,1119043.993,1249499.973
2003,5,26,6.773,-72.866,164,1,2.8,2,,SANTANDER,SAN_ANDRES,1134323.057,1240576.432
2003,9,21,6.833,-72.912,164,1,2.8,2,,SANTANDER,SAN_ANDRES,1129220.604,1247200.797
2004,6,14,6.837,-72.926,164,1,2.8,2,,SANTANDER,SAN_ANDRES,1127671.7,1247639.526
2002,12,2,6.832,-72.871,164,1,2.6,2,,SANTANDER,SAN_ANDRES,1133753.902,1247101.343
2003,3,19,6.833,-72.872,164,1,2.6,2,,SANTANDER,SAN_ANDRES,1133643.063,1247211.681
2003,8,30,6.959,-72.839,164,1,2.6,2,,SANTANDER,GUACA,1137255.475,1261158.646
2004,7,2,6.874,-73.08,164,1,2.6,2,,SANTANDER,LOS_SANTOS,1110637.503,1251694.011
2001,9,22,6.766,-72.925,164,1,2.5,2,,SANTANDER,CEPITA,1127800.963,1239786.274
2001,9,24,6.877,-73.011,164,1,2.5,2,,SANTANDER,CEPITA,1118264.468,1252042.28
2003,7,29,6.875,-72.921,164,1,2.5,2,,SANTANDER,GUACA,1128214.371,1251844.158
2003,7,30,6.845,-72.979,164,1,2.5,2,,SANTANDER,CEPITA,1121810.092,1248510.722
2003,11,18,6.84,-72.957,164,1,2.5,2,,SANTANDER,CEPITA,1124243.609,1247963.275
2008,3,11,6.835,-73.196,164,1,2.5,2,,SANTANDER,ZAPATOCA,1097822.383,1247355.294
2004,2,6,6.834,-72.921,164,1,2.4,2,,SANTANDER,SAN_ANDRES,1128225.293,1247309.012
2001,9,25,6.855,-73.16,164,1,2.3,2,,SANTANDER,LOS_SANTOS,1101798.005,1249574.829
